ID	Title	CategoryID	CategoryName
37	嘉顿 香葱薄饼 100g/盒	1	饼干
38	康师傅 3+2甜苏打（香浓奶油味）375g/袋	1	饼干
39	格力高 百力滋（微辣虾味）65g/盒	1	饼干
40	梦桦 提子酥 370g/袋	1	饼干
41	Aji 苏打饼干 五谷纤麦味 472.5g/袋	1	饼干
42	太平 梳打饼干 香葱味 300g/袋 12包	1	饼干
43	格力高 百力滋 装饰饼干 白脱味 65g/盒	1	饼干
44	太平 三层高钙苏打饼干（奶盐味）400g/袋	1	饼干
45	太平 三层高钙苏打饼干（奶盐味）400g/袋 X 3	1	饼干
46	格力高 百醇（抹茶慕斯味）48g/盒	1	饼干
47	太平 梳打饼干 奶盐味 300g/袋 12包	1	饼干
48	嘉顿 柠檬威化 200g/袋	1	饼干
49	巴拿米 超好吃零食 水果味手工饼干 美国蔓越莓曲奇健康无添加食品170g*3袋	1	饼干
50	MAPLE/枫叶 杂锦奶油曲奇饼干 113g/盒	1	饼干
51	格力高 百奇装饰饼干 双重巧克力味 50g/盒	1	饼干
52	格力高 双层百力滋装饰饼干 蓝莓芝士味 45g/盒	1	饼干
53	奥利奥 夹心轻甜（家庭装）390g/袋	1	饼干
54	奥利奥 夹心轻甜（家庭装）390g/袋 X 3	1	饼干
55	奥利奥 巧克力味夹心饼干碗装 435g	1	饼干
56	嘉顿 童心嘉园儿童饼干组合装 305g/袋	1	饼干
57	AJI 尼西亚惊奇脆片 4种口味200g*4包 惊奇脆饼 休闲零食品 饼干糕点苏打饼干	1	饼干
58	Dringo大润谷 丹麦风味蓝罐铁盒曲奇饼干800g 休闲食品 进口原料零食	1	饼干
59	Aji 苏打饼干（纳豆酵素味）472.5g/袋	1	饼干
60	嘉顿 花生威化饼 200g/袋	1	饼干
61	康师傅 3+2甜苏打（清新柠檬味）375g/袋	1	饼干
62	格力高 菜园小饼 樱桃小番茄味 80g/袋	1	饼干
63	格力高 菜园小饼 樱桃小番茄味 80g/袋 X 3	1	饼干
64	好丽友 高笑美饼干（醇香原味）160g/盒	1	饼干
65	果子町 苏打饼干（奶盐味）360g/袋	1	饼干
66	王子 曲奇星饼干（巧克力）85g/袋	1	饼干
67	思朗 纤麸 高纤消化饼干 570g/袋	1	饼干
68	乐天 小熊饼干（巧克力味注心）49g/盒 X 3	1	饼干
69	乐天 小熊注心饼干（巧克力味）49g/盒	1	饼干
70	格力高 百力滋（微辣比萨味）65g/盒	1	饼干
71	格力高 百奇装饰饼干 抹茶味 50g/盒	1	饼干
72	格力高 菜园小饼（葱辣味）50g/袋	1	饼干
73	日清 梳打饼干（芝麻味）100g/袋	1	饼干
74	太平 加铁梳打饼干（奶盐口味）100g/袋	1	饼干
75	奥利奥 巧克棒 提拉米苏风味 256g/盒 20条	1	饼干
76	格力高 小布蕾经典黄油味80G/盒	1	饼干
77	太平梳打饼干（香葱口味）100g/袋	1	饼干
78	米老头 亲麦小麦饼 巧克力味 320g/袋	1	饼干
79	雀巢花生威化巧克力24*20g/盒	1	饼干
80	奥利奥 夹心原味便携装65g/袋	1	饼干
81	旺旺 煎餅 100g/袋	1	饼干
82	康元 柠檬味卜夹心饼干 350g/袋	1	饼干
83	康师傅 甜酥夹心饼干（榛子巧克力味）240g+48g/袋	1	饼干
84	嘉顿 卡布奇诺威化 200g/袋	1	饼干
85	猴姑 江中集团酥性猴姑饼干猴头菇制作养胃装960g	1	饼干
86	嘉顿 特脆饼 450g/袋	1	饼干
87	奥利奥 夹心饼干（生日蛋糕口味）106g/盒	1	饼干
88	康师傅 蛋黄也酥酥（原味）240g/袋	1	饼干
89	Aji 尼西亚惊奇脆饼干（韩式泡菜味）200g/袋	1	饼干
90	猴姑 江中 酥性猴姑饼干960g 猴头菇饼干猴菇饼干20天装 两盒装	1	饼干
91	太平 梳打饼干（芝麻口味）100g/袋	1	饼干
92	嘉顿 蒜香鸡片 200g/盒	1	饼干
93	日清 香脆片（芝麻味）100g/包	1	饼干
94	嘉顿 仿手指形饼干（原味）115g/袋	1	饼干
95	格力高 慕思百奇装饰饼干 浓郁抹茶味 48g/盒	1	饼干
96	闲趣 装饰饼干（秘制小牛排味）360g/袋	1	饼干
97	格力高 百醇（提拉米苏味）48g/盒	1	饼干
98	王子 夹心饼干（巧克力）360g/袋	1	饼干
99	闽唯一家 猴头菇酥性饼干 猴菇饼提取健康滋补调胃饼干720克消化饼干 休闲零食	1	饼干
100	康师傅 3+2酥松（香草奶油味）354g/袋	1	饼干
101	日清 梳打饼干（葱香味）100g/袋	1	饼干
102	嘉顿 仿动物形饼干 100g/袋	1	饼干
103	奥利奥 冰淇淋夹心抹茶味（家庭装）318g/盒	1	饼干
104	趣多多 曲奇饼干 香浓咖啡味 285g/袋	1	饼干
105	趣多多 曲奇饼干 香浓咖啡味 285g/袋 X 3	1	饼干
106	AJI 超值组合健康营养薄脆饼干苏打饼干酵母减盐+ 纳豆酵素+五谷纤麦3袋1417.5g	1	饼干
107	格力高 奇蒂（巧克力味）70g/盒	1	饼干
108	太平 梳打饼干家庭装（海苔口味）400g/袋	1	饼干
109	太平 梳打饼干家庭装（海苔口味）400g/袋 X 3	1	饼干
110	Mixx 苏打饼干 奶盐味 500g/袋	1	饼干
111	格力高 慕思百奇（牛奶芒果味）48g/盒	1	饼干
112	格力高 百醇（巧克力味）48g/盒	1	饼干
113	康师傅 美味酥（什锦烧烤味）255g/袋	1	饼干
114	十月初五 迷你合桃酥 220g/盒	1	饼干
115	甜趣 饼干 1KG/盒	1	饼干
116	中洋宝 葱油桃酥饼干 850g/盒	1	饼干
117	格力高 双层百力滋饼干（奶油香草味）45g/盒	1	饼干
118	康元朱古力饼干200g	1	饼干
119	利拉 比利时风味饼干（焦糖）400g	1	饼干
120	中洋宝 上海万年青饼干 380g/袋	1	饼干
121	稻香村 芝麻薄脆饼 160g/盒	1	饼干
122	康元 椰子奶油饼干 200g/袋	1	饼干
123	奥利奥 双心脆威化（冰淇淋抹茶风味）12g*16/盒	1	饼干
124	常青园 猴头菇颗粒 猴姑猴菇菌菇 冲剂 养胃佳品100克1盒养胃益气全国进步三等奖	1	饼干
125	日清 无糖麦麸饼干 90g/盒	1	饼干
126	稻香村 家庭装桃酥 1KG/盒	1	饼干
127	三牛 鲜葱汁苏打饼干 438g	1	饼干
128	格力高 百醇 （巧克力+牛奶）*2盒	1	饼干
129	AJI 尼西亚惊奇脆片饼干(黄金起士味)200g/袋 AJI饼干年货 惊奇脆饼休闲零食	1	饼干
130	嘉友 特浓牛乳味饼干 468g/袋	1	饼干
131	格力高 粒粒百奇（牛奶草莓味）45g/盒	1	饼干
132	广合 新鲜曲奇饼干（奶油口味）720g/袋	1	饼干
133	奥利奥 金装巧克力味夹心饼干 318g/盒 （家庭装）	1	饼干
134	Mixx 无添糖 芹菜味苏打饼干 500g	1	饼干
135	冠生园 聚能压缩饼干 454g/袋	1	饼干
136	嘉顿 芝麻薄饼 100g/盒	1	饼干
137	嘉顿 草莓威化饼干 200g/袋	1	饼干
138	徐福记 岩板烧（香芝麻）100g/袋	1	饼干
139	食然 七日瘦代餐饼干 3盒装	1	饼干
140	好吃点 杏仁酥 146g/袋	1	饼干
141	猴姑 江中正品授权 猴姑饼干 猴头菇制成 猴菇酥性养胃饼干20天新鲜包装960g/盒	1	饼干
142	格力高 菜园小饼（樱桃小番茄味）40g/袋	1	饼干
143	奥利奥 双心脆威化饼干（香草口味） 14.5g*6/盒	1	饼干
144	老香齋 上海特产小吃 咸味手工糯米锅巴500g	1	饼干
145	格力高 菜园小饼（色拉虾味）35g/袋	1	饼干
146	优冠 牛奶香脆酥性饼干 375g/袋	1	饼干
147	优冠 牛奶香脆酥性饼干 375g/袋 X 3	1	饼干
148	日清 香脆片(葱香味)100g/包	1	饼干
149	格力高 扁桃仁脆百奇装饰饼干 欧韵奶茶味 48g/盒	1	饼干
150	艺术大师 无糖苏打饼干零食 奶盐苏打咸味 健康早餐饼干 500g	1	饼干
151	嘉顿 迷你威化饼干（花生味＋香橙味）272g	1	饼干
152	利拉 比利时风味饼干（黑糖）400g	1	饼干
153	康师傅 3+2甜苏打（果香蓝莓味）375g/袋	1	饼干
154	奥利奥 夹心草莓（家庭装）390g/袋	1	饼干
155	趣多多 曲奇饼干 缤纷逗巧克力味 255g/袋	1	饼干
156	冠生园 芝麻压缩饼干 118g/袋	1	饼干
157	奥利奥 夹心饼干 香蕉牛奶味 318g	1	饼干
158	Mixx 炼奶起士味饼干 500g/袋	1	饼干
159	广合 新鲜曲奇饼干 奶油口味香草圈曲奇 270g/袋	1	饼干
160	康师傅 3+2甜苏打（清新柠檬味）125g/袋	1	饼干
161	广合 白兰地酒浸樱桃软趣 280g/盒	1	饼干
162	椰乡春光 椰香酥饼 105g/盒	1	饼干
163	奥利奥 夹心饼干 香蕉牛奶味 106g	1	饼干
164	格力高 百奇装饰饼干 蜜桃味 55g/盒	1	饼干
165	康元 家庭克力架饼干 160g/袋	1	饼干
166	奥利奥 冰淇淋夹心香草味（家庭装）318g/盒	1	饼干
167	AJI 尼西亚惊奇脆饼（起士味）280g/袋	1	饼干
168	美丹 早餐饼干1kg(牛奶+钙)/盒	1	饼干
169	奥利奥 夹心巧克力（单卷装）130g/袋	1	饼干
170	奥利奥 夹心巧克力（单卷装）130g/袋 X 2	1	饼干
171	格力高 巧心柔 热加工糕点 巧克力味 80g/盒	1	饼干
172	格力高 百奇装饰饼干 红茶牛奶味 55g/盒	1	饼干
173	格力高 百醇（芝士蛋糕味）48g/盒	1	饼干
174	格力高 百醇（草莓香草味）48g/盒	1	饼干
175	梦桦 金牛薄片（牛肉味）380g	1	饼干
176	Mini奥利奥 金装草莓味饼干 55g/杯	1	饼干
177	正香源 精选年货 五谷杂粮饼 无糖粗粮饼干 办公室食品 500g	1	饼干
178	闲趣 装饰饼干（香焙海苔味）360g/袋	1	饼干
179	格力高 星奇夹心饼干 牛奶味 60g/盒	1	饼干
180	嘉顿 花生威化 50g/袋	1	饼干
181	日清 钙奶夹心饼干（牛奶味）130g/袋	1	饼干
182	Mini奥利奥 香草口味威化饼干 45g/杯	1	饼干
183	Mini奥利奥 香草口味威化饼干 45g/杯 X 2	1	饼干
184	Mini奥利奥 香草口味威化饼干 45g/杯 X 3	1	饼干
185	思朗 仁麸 红豆多谷饼干 320g/袋	1	饼干
186	奥利奥 金装草莓味夹心饼干 318g/盒（家庭装）	1	饼干
187	思朗 纤麸无添糖消化饼干 500g/袋	1	饼干
188	嘉顿 芝麻梳打饼干优惠装420g/包	1	饼干
189	维维 嚼益嚼 大豆营养棒代餐棒 饱腹饼干代餐 4支包装 27g*4支	1	饼干
190	向日葵 苏打夹心饼干（乳酪味）270g/袋	1	饼干
191	康师傅 甜酥夹心饼干（榛子巧克力味）80g+16g/袋	1	饼干
192	康师傅 美味酥（黑胡椒牛排味）85g/袋	1	饼干
193	思朗 蒸薯坊 238g/袋	1	饼干
194	巴拿米 夏日清爽曲奇礼包 蔓越莓 / 抹茶蜜豆 / 香橙曲奇 170g*3袋	1	饼干
195	巴拿米 蔓越莓曲奇饼干170g*3包 美国蔓越莓饼干手工曲奇饼干 休闲零食蔓越莓干饼干	1	饼干
196	冠生园 肉蓉压缩饼干 118g/袋	1	饼干
197	猴菇 饼干1000g散装 三九集团999 咖秀猴菇饼干 酥性养胃猴姑饼干 素食	1	饼干
198	思朗 纤麸无添糖消化饼干 5斤箱装 健康粗粮食品 分享美味	1	饼干
199	嘉顿 时时食饼干（混合装）394g/盒	1	饼干
200	艺福堂 茶食品休闲零食茶点糕点 龙井绿茶方块酥 饱腹饼干200g/盒	1	饼干
201	趣多多 软式甜饼（精选红提味）80g/盒 X 2 + 趣多多 大块经典巧克力味曲奇饼干 72g/盒 X 2	1	饼干
202	Mini奥利奥 金装巧克力味夹心饼干 55g/杯	1	饼干
203	柏诗悠 Besyo柏诗悠水果系列210g [杏仁抹茶红豆]曲奇手工饼干 0添加进口原料	1	饼干
204	奥利奥 缤纷双果味夹心(甜橙+芒果味)106g/盒 X 2 组合装	1	饼干
205	奥利奥 缤纷双果味夹心（甜橙+芒果味）106g/盒	1	饼干
206	奥利奥 双心脆威化草莓味饼干 391g	1	饼干
207	猴姑 江中猴头菇 猴菇酥性养胃饼干960g加干猴姑 猴菇饼干 送礼珍品	1	饼干
208	AJI 尼西亚惊奇脆片饼干(蔬菜味)200g/袋 AJI饼干年货 惊奇脆饼休闲零食	1	饼干
209	趣多多 曲奇饼干 经典巧克力原味 95g/袋	1	饼干
210	乐天 小熊饼干（卡布基诺味注心）49g/盒 X 3	1	饼干
211	乐天 小熊饼 注心饼干（卡布基诺味）49g/盒	1	饼干
212	向日葵 苏打夹心饼干（乳酪味）135g/袋	1	饼干
213	巴拿米 超好吃的休闲零食特产 美国蔓越莓曲奇独立包装首推 300g	1	饼干
214	思朗Silang 纤麸黑芝麻消化饼干570g 3件促销装	1	饼干
215	思朗Silang 纤麸黑芝麻消化饼干570g 粗粮饼干 休闲零食 粗粮营养代餐 口感酥脆	1	饼干
216	思朗Silang 纤麸黑芝麻消化饼干570g*5件装 粗粮饼干 休闲零食 营养代餐	1	饼干
217	嘉顿 花占饼 100g/袋	1	饼干
218	格力高 百醇（牛奶味）48g/盒	1	饼干
219	格力高 百醇 牛奶48g*3盒	1	饼干
220	思朗 纤麸黑芝麻消化饼干 休闲食品 黑芝麻5斤箱装 分享美味	1	饼干
221	格力高 百醇 注心饼干 红酒巧克力味 48g/盒	1	饼干
222	奥利奥 双心脆威化饼干（草莓口味）230g/盒	1	饼干
223	趣多多 巧克力味曲奇饼干 香脆米粒味 255g/袋	1	饼干
224	格力高 奇蒂（牛奶抹茶味）70g/盒	1	饼干
225	嘉顿 时时食夹心饼干（柠檬味+花生味+巧克力味）300g/盒	1	饼干
226	卜珂 美国蔓越莓曲奇饼干200g 休闲零食 水果味手工饼干 无任何添加剂;蔓越莓曲奇	1	饼干
227	王子 夹心饼干（草莓）360g/袋	1	饼干
228	奥利奥 双心脆威化饼干（花生口味）230g/盒	1	饼干
229	格力高 小布蕾曲奇饼干 粒粒苹果味 80g	1	饼干
230	AJI 梳打饼 五谷纤麦味苏打饼干 特产休闲食品472.5g 糕点 早餐 办公室零食	1	饼干
231	御之味 特浓牛奶棒棒饼 170g	1	饼干
232	康师傅 3+2甜苏打（果香蓝莓味）125g/袋	1	饼干
233	中洋宝 杏元饼干（原味）300g/袋	1	饼干
234	康师傅 3+2酥松（香草奶油味）118g/袋	1	饼干
235	甜甜乐 星球杯 巧克力浆（代可可脂）+饼干粒 900g	1	饼干
236	食然 七日瘦身饼干零食无糖低卡低热量无脂肪全蔬菜食品120克	1	饼干
237	Aji 夹心饼干（起士味）135g/袋	1	饼干
238	思朗 纤麸高纤粗粮消化饼干5斤箱装 饱腹饼干 箱装	1	饼干
239	广合 百时可（葡萄牛奶巧克力）112g/盒	1	饼干
240	宾格瑞 香港Vegetable 蔬菜膳食纤维酥 320g 蔬菜饼干	1	饼干
241	5包香港Vegetable 蔬菜膳食纤维酥 320g 蔬菜饼干	1	饼干
242	康师傅 3+2甜苏打（咖啡牛奶味）125g/袋	1	饼干
243	果子町 苏打饼干（香葱味）360g/袋	1	饼干
244	巴拿米 樱桃曲奇 手工无添加饼干特产 超好吃的水果味小吃零食美味 170g	1	饼干
245	AJI 惊奇脆片 蔬菜味 280g/袋	1	饼干
246	思朗 仁麸 无添糖多谷饼干 320g/袋	1	饼干
247	梦桦 英格兰风味曲奇 800g	1	饼干
248	梦桦 玛丽莎曲奇饼干 800g/盒	1	饼干
249	AJI 尼西亚特产惊奇脆片苏打饼干四种口味组合优格洋葱+泡菜+蔬菜+起士200g 4袋	1	饼干
250	康师傅 甜酥夹心饼干（清新柠檬味）80g+16g/袋	1	饼干
251	猴菇 饼干500g 散装 三九集团999 咖秀猴菇饼干 酥性养胃猴姑饼干 素食	1	饼干
252	徐福记 燕麦酥（起司白芝麻味）90g/盒	1	饼干
253	康师傅 美味酥（黑胡椒牛排味）255g/袋	1	饼干
254	闲趣 装饰饼干（田园番茄味）90g/袋	1	饼干
255	闲趣 装饰饼干（田园番茄味）90g/袋 X 2	1	饼干
256	康师傅 甜酥夹心饼干（清新柠檬味）240g+48g/袋	1	饼干
257	徐福记 法式薄饼（花生味）84/盒	1	饼干
258	梦桦 无糖杂粮饼干(芝麻味) 250g/袋	1	饼干
259	日盈 苏打饼干（芝麻味） 500g/袋	1	饼干
260	康师傅 美味酥（海苔味）85g/袋	1	饼干
261	可拉奥 牛乳饼干 450g	1	饼干
262	想吃吗 柠檬味威化饼干 400g/袋	1	饼干
263	Nissin/日清 香脆片 薄脆饼干 葱香味 100g/袋	1	饼干
264	利拉 LILA 黄油曲奇 480g*2份(共48小包) 散称 休闲零食曲奇饼	1	饼干
265	康师傅 咸酥夹心饼干（葱香奶油味）80g+16g/袋	1	饼干
266	康师傅 3+2咸苏打（番茄沙拉味）100g/袋	1	饼干
267	梦桦 无糖杂粮饼干(芹菜味)250g/袋	1	饼干
268	美丹 白苏打芝麻味1kg/盒	1	饼干
269	嘉顿 果果乐 儿童饼干 香橙味 50g/盒	1	饼干
270	卡夫 牛奶优冠酥性饼干 纯正牛奶味 1KG + Anchor安佳 超高温灭菌全脂牛奶 250ml*10 礼盒装 新西兰进口	1	饼干
271	格力高 巧酥酥 曲奇装饰饼干 奶香夏威夷果味 72g/盒	1	饼干
272	Mixx 椰香饼干 椰奶味 450g	1	饼干
273	徐福记 岩板烧（奶油味）100g/袋	1	饼干
274	美丹 白苏打加钙芝麻味1kg/盒	1	饼干
275	嘉顿 蔬菜梳打 115g	1	饼干
276	嘉顿 原味加拿饼 180g/盒	1	饼干
277	趣多多 曲奇饼干 香浓黄油原味 72g/盒	1	饼干
278	【实惠套餐】南国食品 海南特产 甜味椰香薄饼160g*5盒 又香又脆又好吃	1	饼干
279	南国 食品 海南特产 海南椰香薄饼160g/盒(甜味条形) 饼干零食小吃 海南旅游必购	1	饼干
280	【实惠套餐】南国食品 海南特产 甜味椰香薄饼160g*3盒 又香又脆又好吃	1	饼干
281	徐福记 法式薄饼（香芋味）84g/盒	1	饼干
282	嘉友 特鲜炼奶起士味饼干468g/袋	1	饼干
283	王子 夹心饼干（巧克力）120g/袋	1	饼干
284	冠生园 肉蓉压缩饼干 118g/袋 新货干粮	1	饼干
285	格力高 巧酥酥 曲奇装饰饼干 黑巧克力味 80g/盒	1	饼干
286	格力高 巧心柔 热加工糕点 特浓牛奶味 80g/盒	1	饼干
287	长松 原味口袋饼 休闲零食 台湾食品 鲜牛奶饼干200g;长松原味口袋饼 200G	1	饼干
288	AJI 惊奇脆片 优格洋葱味 280g/袋	1	饼干
289	日清 高纤维麦麸饼干 90g/袋	1	饼干
290	想吃吗 巧克力味威化饼干 400g/袋	1	饼干
291	太平 加铁梳打饼干（香葱口味）200g/袋 X 2	1	饼干
292	太平 加铁梳打饼干（香葱口味）200g/袋	1	饼干
293	梦桦 万年青饼干800g/盒	1	饼干
294	嘉顿 椰子威化 50g/袋	1	饼干
295	奥利奥 缤纷双果味夹心饼干（水晶葡萄味+水蜜桃味）106g/盒	1	饼干
296	康师傅 3+2酥松（草莓牛奶味）118g/袋	1	饼干
297	格力高 巧心柔 热加工糕点 红酒味 80g/盒	1	饼干
298	Nozek/诺滋客 卜珂 美国蔓越莓曲奇饼干200G*3袋装 休闲零食品 手工饼干蛋糕点心 无添加剂	1	饼干
299	Mini趣多多 曲奇小饼干 经典巧克力原味 55g/杯 X 6 组合装	1	饼干
300	Mini趣多多 曲奇小饼干 经典巧克力原味 55g/杯	1	饼干
301	奥利奥 缤纷双果味夹心饼干（水晶葡萄味+水蜜桃味）318g/盒	1	饼干
302	格力高 百奇 装饰饼干 涂层型 巧克力味 60g/盒	1	饼干
303	优冠 牛奶夹心饼干（巧克力味）130g/袋	1	饼干
304	艺术大师 奶盐苏打饼干 无糖饼干无糖零食 办公室瘦身营养饼干 380g	1	饼干
305	麦卡士 卡士熊灌心饼干（牛奶味）50g/盒	1	饼干
306	康元 特选饼干（香酥条）350g 上海特产 经典手指饼干 休闲 早餐饼干 康元正品	1	饼干
307	Mixx 红薯起士味饼干 500g	1	饼干
308	AJI 尼西亚惊奇脆片 黄金起士味 休闲零食品 美味苏打饼干200g 中国广东产	1	饼干
309	宝岛太阳堂 搞定牛轧饼 黑糖味 200g/袋	1	饼干
310	奥利奥 双心脆威化随心装（冰淇淋抹茶风味）12g*6/盒	1	饼干
311	长松 松屋可可棒 休闲饼干230g 台湾食品 特浓可可味;松屋可可棒 休闲饼干230g	1	饼干
312	格力高 百奇 装饰饼干 涂层型 牛奶味 60g/盒	1	饼干
313	奥利奥 缤纷双果味夹心（树莓+蓝莓味）318g/盒	1	饼干
314	宏明HOME&ME 宏明桃酥鲜蛋桃酥 饼干糕点禅果馋果 江西特产桃酥王1000g礼盒装休闲零食	1	饼干
315	思朗 仁麸系列无糖320g 燕麦320g红豆320g三种口味一起买更实惠 粗粮休闲饼干	1	饼干
316	广合 榛仁牛奶巧克力口味曲奇饼干 104g/盒	1	饼干
317	达利 好吃点 香脆核桃饼 208g/袋	1	饼干
318	冠生园 椰丝压缩饼干 118g/袋	1	饼干
319	嘉士利 葱油薄脆饼干 680g/盒	1	饼干
320	好吃点 核桃酥146g/袋	1	饼干
321	思朗 蒸薯棒 棒棒饼干 海苔味 170g/袋	1	饼干
322	梦桦 丹麦曲奇 880g/罐	1	饼干
323	康师傅 甜酥夹心饼干（草莓牛奶味）80g+16g/袋	1	饼干
324	趣多多 曲奇饼干经典巧克力原味 285g/袋	1	饼干
325	真来斯 手工曲奇组合 蔓越莓 / 清新抹茶 / 可可坚果曲奇 手工饼干200g*3盒	1	饼干
326	屋里香 核桃奶香酥 260g/盒	1	饼干
327	海南特产 南国 椰香薄饼 咸味 80克*6盒	1	饼干
328	南国 咸味椰香薄饼80克/盒 海南特产 南国食品	1	饼干
329	海南特产 南国 椰香薄饼 咸味 80克*3盒	1	饼干
330	每日生机 夹心饼干（牛奶味）380g/袋	1	饼干
331	奥利奥 缤纷双果味夹心（树莓+蓝莓味）106g/盒 X 2	1	饼干
332	奥利奥 缤纷双果味夹心（树莓+蓝莓味）106g/盒	1	饼干
333	嘉顿 时时食快乐夹心饼干（提拉米苏、香草）234g/盒	1	饼干
334	MIni优冠 软香饼（香蕉牛奶味）64g/杯	1	饼干
335	MIni优冠 香蕉牛奶味软香饼64g/杯 X 6 组合装	1	饼干
336	思朗 组合搭配 纤麸无糖570g+纤麸花生570g+仁麸320g 健康粗粮 饼干	1	饼干
337	格力高 巧酥酥 曲奇装饰饼干 香浓牛奶味 80g/盒	1	饼干
338	徐福记 法式薄饼（巧克力味）84g/盒	1	饼干
339	趣多多 大块曲奇饼干 浓醇咖啡味 72g/盒	1	饼干
340	趣多多 大块曲奇饼干 浓醇咖啡味 72g/盒 X 5	1	饼干
341	徐福记 三明治煎饼 哈密瓜味 90g/盒	1	饼干
342	巴拿米 食格格超好吃的休闲零食特产 巴拿米燕麦五谷曲奇独立包装首推 300g	1	饼干
343	美丹 润白苏打饼干(芝麻味)450g/袋	1	饼干
344	康师傅 3+2甜苏打（抹茶蜜豆味）125g/袋	1	饼干
345	广合 巧克力曲奇 100g/袋	1	饼干
346	维维 ㊣维维嚼益嚼 水果大豆营养棒 橙子味27g 饱腹饼干年货	1	饼干
347	维维 ㊣维维嚼益嚼 水果大豆营养棒 山楂葡萄干味 27g soyjoy 饱腹饼干年货	1	饼干
348	格力高 百醇 注心饼干 巧克力味 48g/盒	1	饼干
349	冠生园 香橙压缩饼干 118g/袋	1	饼干
350	宝岛太阳堂 台湾小吃 搞定牛奶牛轧饼200g*2袋 休闲零食茶点 夹心牛轧糖饼干 早餐点心	1	饼干
351	维维 ㊣维维嚼益嚼 水果大豆营养棒 草莓味27g 饱腹饼干年货 休闲食品	1	饼干
352	三牛 可可夹心饼干 150g	1	饼干
353	广合 熊仔曲奇饼干 260g	1	饼干
354	采芝斋 小桃酥 椒盐味 200g/盒	1	饼干
355	芭儿 饼干960g代餐 富含膳食纤维魔芋粉粗粮无糖饼干零食 礼盒装（每种口味2盒）	1	饼干
356	2盒促销装	1	饼干
357	康师傅 甜酥夹心饼干(果香蓝莓味)80g+16g/袋	1	饼干
358	广合 扁桃仁牛奶巧克力口味曲奇饼干 104g/盒	1	饼干
359	嘉顿 原味梳打 105g	1	饼干
360	思朗 纤麸无添糖花生消化饼干570g /包	1	饼干
361	奥利奥 金装夹心饼干 上选巧克力味+香醇草莓味 428g/盒	1	饼干
362	康元 提子饼干 200克 上海饼干 上海特产老牌 康元正品 海派上海口味 经典口味	1	饼干
363	AJI 尼西亚 惊奇脆片苏打饼干 四种口味组合 优格洋葱+泡菜+蔬菜+起士 200g 8袋	1	饼干
364	思朗 纤麸黑芝麻粗粮消化饼干 570g/包	1	饼干
